Rank,Title,Year,Cast_Name,Character_Name
73,Lady and the Tramp,1955,Bill,Trusty
73,Lady and the Tramp,1955,Verna,Aunt
73,Lady and the Tramp,1955,George,Tony
73,Lady and the Tramp,1955,Stan,Beaver
73,Lady and the Tramp,1955,Lee,Jim
73,Lady and the Tramp,1955,Barbara,Lady
73,Lady and the Tramp,1955,Bill,Jock
73,Lady and the Tramp,1955,Dal,Toughy
74,Close Encounters of the Third Kind,1977,Richard,Roy
74,Close Encounters of the Third Kind,1977,Franí_ois,Claude
74,Close Encounters of the Third Kind,1977,Teri,Ronnie
74,Close Encounters of the Third Kind,1977,Melinda,Jillian
74,Close Encounters of the Third Kind,1977,Bob,David
74,Close Encounters of the Third Kind,1977,J.,Project
74,Close Encounters of the Third Kind,1977,Warren,Wild
74,Close Encounters of the Third Kind,1977,Roberts,Farmer
74,Close Encounters of the Third Kind,1977,Philip,Jean
74,Close Encounters of the Third Kind,1977,Cary,Barry
75,Lawrence of Arabia,1962,Peter,T.E.
75,Lawrence of Arabia,1962,Alec,Prince
75,Lawrence of Arabia,1962,Anthony,Auda
75,Lawrence of Arabia,1962,Jack,General
75,Lawrence of Arabia,1962,Omar,Sherif
75,Lawrence of Arabia,1962,Josí©,Turkish
75,Lawrence of Arabia,1962,Anthony,Colonel
75,Lawrence of Arabia,1962,Claude,Mr.
75,Lawrence of Arabia,1962,Arthur,Jackson
75,Lawrence of Arabia,1962,Donald,General
76,The Rocky Horror Picture Show,1975,Tim,Dr.
76,The Rocky Horror Picture Show,1975,Susan,Janet
76,The Rocky Horror Picture Show,1975,Barry,Brad
76,The Rocky Horror Picture Show,1975,Richard,Riff
76,The Rocky Horror Picture Show,1975,Patricia,Magenta
76,The Rocky Horror Picture Show,1975,Nell,Columbia
76,The Rocky Horror Picture Show,1975,Jonathan,Dr.
76,The Rocky Horror Picture Show,1975,Peter,Rocky
76,The Rocky Horror Picture Show,1975,Meat,Eddie
76,The Rocky Horror Picture Show,1975,Charles,The
77,Rocky,1976,Sylvester,Rocky
77,Rocky,1976,Talia,Adrian
77,Rocky,1976,Burt,Paulie
77,Rocky,1976,Carl,Apollo
77,Rocky,1976,Burgess,Mickey
77,Rocky,1976,Thayer,Jergens
77,Rocky,1976,Joe,Gazzo
77,Rocky,1976,Jimmy,Mike
77,Rocky,1976,Bill,Fight
77,Rocky,1976,Al,Cut
78,The Best Years of Our Lives,1946,Myrna,Milly
78,The Best Years of Our Lives,1946,Fredric,Al
78,The Best Years of Our Lives,1946,Dana,Fred
78,The Best Years of Our Lives,1946,Teresa,Peggy
78,The Best Years of Our Lives,1946,Virginia,Marie
78,The Best Years of Our Lives,1946,Cathy,Wilma
78,The Best Years of Our Lives,1946,Hoagy,Butch
78,The Best Years of Our Lives,1946,Harold,Homer
78,The Best Years of Our Lives,1946,Gladys,Hortense
78,The Best Years of Our Lives,1946,Roman,Pat
79,The Poseidon Adventure,1972,Josh,Dylan
79,The Poseidon Adventure,1972,Kurt,Robert
79,The Poseidon Adventure,1972,Jacinda,Maggie
79,The Poseidon Adventure,1972,Richard,Richard
79,The Poseidon Adventure,1972,Emmy,Jennifer
79,The Poseidon Adventure,1972,Mí_a,Elena
79,The Poseidon Adventure,1972,Mike,Christian
79,The Poseidon Adventure,1972,Kevin,Lucky
79,The Poseidon Adventure,1972,Freddy,Marco
79,The Poseidon Adventure,1972,Jimmy,Conor
80,The Lord of the Rings: The Fellowship of the Ring,2001,Alan,Voice
80,The Lord of the Rings: The Fellowship of the Ring,2001,Noel,Everard
80,The Lord of the Rings: The Fellowship of the Ring,2001,Sean,Sam
80,The Lord of the Rings: The Fellowship of the Ring,2001,Sala,Sauron
80,The Lord of the Rings: The Fellowship of the Ring,2001,Sean,Boromir
80,The Lord of the Rings: The Fellowship of the Ring,2001,Cate,Galadriel
80,The Lord of the Rings: The Fellowship of the Ring,2001,Orlando,Legolas
80,The Lord of the Rings: The Fellowship of the Ring,2001,Billy,Pippin
80,The Lord of the Rings: The Fellowship of the Ring,2001,Marton,Celeborn
80,The Lord of the Rings: The Fellowship of the Ring,2001,Megan,Mrs.
81,Twister,1996,Helen,Dr.
81,Twister,1996,Bill,Bill
81,Twister,1996,Cary,Dr.
81,Twister,1996,Jami,Dr.
81,Twister,1996,Philip,Dustin
81,Twister,1996,Lois,Meg
81,Twister,1996,Alan,Robert
81,Twister,1996,Sean,Allan
81,Twister,1996,Scott,Jason
81,Twister,1996,Todd,Tim
82,Men in Black,1997,Tommy,Kay
82,Men in Black,1997,Will,Jay
82,Men in Black,1997,Linda,Laurel
82,Men in Black,1997,Vincent,Edgar
82,Men in Black,1997,Rip,Zed
82,Men in Black,1997,Tony,Jeebs
82,Men in Black,1997,Siobhan,Beatrice
82,Men in Black,1997,Mike,Gentle
82,Men in Black,1997,Jon,Van
82,Men in Black,1997,Sergio,Josí©
83,The Bridge On The River Kwai,1957,William,Shears
83,The Bridge On The River Kwai,1957,Alec,Colonel
83,The Bridge On The River Kwai,1957,Jack,Major
83,The Bridge On The River Kwai,1957,Sessue,Colonel
83,The Bridge On The River Kwai,1957,James,Major
83,The Bridge On The River Kwai,1957,Geoffrey,Lieutenant
83,The Bridge On The River Kwai,1957,Andrí©,Colonel
83,The Bridge On The River Kwai,1957,Peter,Captain
83,The Bridge On The River Kwai,1957,John,Major
83,The Bridge On The River Kwai,1957,Percy,Grogan
84,Transformers: Revenge of the Fallen,2009,Shia,Sam
84,Transformers: Revenge of the Fallen,2009,Megan,Mikaela
84,Transformers: Revenge of the Fallen,2009,Josh,Major
84,Transformers: Revenge of the Fallen,2009,Tyrese,USAF
84,Transformers: Revenge of the Fallen,2009,John,Simmons
84,Transformers: Revenge of the Fallen,2009,Ramon,Leo
84,Transformers: Revenge of the Fallen,2009,Kevin,Ron
84,Transformers: Revenge of the Fallen,2009,Julie,Judy
84,Transformers: Revenge of the Fallen,2009,Isabel,Alice
84,Transformers: Revenge of the Fallen,2009,John,Galloway
85,"""It's a Mad, Mad, Mad, Mad World",1963,Spencer,Capt.
85,"""It's a Mad, Mad, Mad, Mad World",1963,Milton,J.
85,"""It's a Mad, Mad, Mad, Mad World",1963,Sid,Melville
85,"""It's a Mad, Mad, Mad, Mad World",1963,Buddy,Benjy
85,"""It's a Mad, Mad, Mad, Mad World",1963,Ethel,Mrs.
85,"""It's a Mad, Mad, Mad, Mad World",1963,Mickey,Ding
85,"""It's a Mad, Mad, Mad, Mad World",1963,Dick,Sylvester
85,"""It's a Mad, Mad, Mad, Mad World",1963,Phil,Otto
85,"""It's a Mad, Mad, Mad, Mad World",1963,Terry-Thomas,J.
85,"""It's a Mad, Mad, Mad, Mad World",1963,Jonathan,Lennie
86,Swiss Family Robinson,1960,John,Father
86,Swiss Family Robinson,1960,Dorothy,Mother
86,Swiss Family Robinson,1960,James,Fritz
86,Swiss Family Robinson,1960,Janet,Roberta
86,Swiss Family Robinson,1960,Sessue,Pirate
86,Swiss Family Robinson,1960,Tommy,Ernst
86,Swiss Family Robinson,1960,Kevin,Francis
86,Swiss Family Robinson,1960,Cecil,Captain
86,Swiss Family Robinson,1960,Andy,Auban
86,Swiss Family Robinson,1960,Milton,Big
87,One Flew Over the Cuckoo's Nest,1975,Michael,Ellis
87,One Flew Over the Cuckoo's Nest,1975,Peter,Col.
87,One Flew Over the Cuckoo's Nest,1975,Dean,Dr.
87,One Flew Over the Cuckoo's Nest,1975,Alonzo,Miller
87,One Flew Over the Cuckoo's Nest,1975,Scatman,Turkle
87,One Flew Over the Cuckoo's Nest,1975,Mwako,Warren
87,One Flew Over the Cuckoo's Nest,1975,Danny,Martini
87,One Flew Over the Cuckoo's Nest,1975,William,Sefelt
87,One Flew Over the Cuckoo's Nest,1975,Josip,Bancini
87,One Flew Over the Cuckoo's Nest,1975,Lan,Nurse
88,M*A*S*H,1970,Alan,Captain
88,M*A*S*H,1970,Loretta,Major
88,M*A*S*H,1970,Jamie,Maxwell
88,M*A*S*H,1970,William,Father
88,M*A*S*H,1970,Harry,Colonel
88,M*A*S*H,1970,Mike,Captain
88,M*A*S*H,1970,Gary,Corporal
88,M*A*S*H,1970,Kellye,Lieutenant
88,M*A*S*H,1970,David,Major
88,M*A*S*H,1970,Larry,Major
89,Indiana Jones and the Temple of Doom,1984,Harrison,Indiana
89,Indiana Jones and the Temple of Doom,1984,Kate,Willie
89,Indiana Jones and the Temple of Doom,1984,Jonathan,Short
89,Indiana Jones and the Temple of Doom,1984,Amrish,Mola
89,Indiana Jones and the Temple of Doom,1984,Roshan,Chattar
89,Indiana Jones and the Temple of Doom,1984,Philip,Captain
89,Indiana Jones and the Temple of Doom,1984,Roy,Lao
89,Indiana Jones and the Temple of Doom,1984,David,Wu
89,Indiana Jones and the Temple of Doom,1984,Ric,Kao
89,Indiana Jones and the Temple of Doom,1984,Chua,Chen
90,Avengers: Age of Ultron,2015,Robert,Tony
90,Avengers: Age of Ultron,2015,Chris,Thor
90,Avengers: Age of Ultron,2015,Mark,Bruce
90,Avengers: Age of Ultron,2015,Chris,Steve
90,Avengers: Age of Ultron,2015,Scarlett,Natasha
90,Avengers: Age of Ultron,2015,Jeremy,Clint
90,Avengers: Age of Ultron,2015,James,Ultron
90,Avengers: Age of Ultron,2015,Samuel,Nick
90,Avengers: Age of Ultron,2015,Don,James
90,Avengers: Age of Ultron,2015,Aaron,Pietro
91,Star Wars: Episode II - Attack of the Clones,2002,Ewan,Obi-Wan
91,Star Wars: Episode II - Attack of the Clones,2002,Natalie,Padmí©
91,Star Wars: Episode II - Attack of the Clones,2002,Hayden,Anakin
91,Star Wars: Episode II - Attack of the Clones,2002,Christopher,Count
91,Star Wars: Episode II - Attack of the Clones,2002,Samuel,Mace
91,Star Wars: Episode II - Attack of the Clones,2002,Frank,Yoda
91,Star Wars: Episode II - Attack of the Clones,2002,Ian,Supreme
91,Star Wars: Episode II - Attack of the Clones,2002,Pernilla,Shmi
91,Star Wars: Episode II - Attack of the Clones,2002,Temuera,Jango
91,Star Wars: Episode II - Attack of the Clones,2002,Jimmy,Senator
92,Mrs. Doubtfire,1993,Robin,Daniel
92,Mrs. Doubtfire,1993,Sally,Miranda
92,Mrs. Doubtfire,1993,Pierce,Stu
92,Mrs. Doubtfire,1993,Harvey,Frank
92,Mrs. Doubtfire,1993,Polly,Gloria
92,Mrs. Doubtfire,1993,Lisa,Lydia
92,Mrs. Doubtfire,1993,Matthew,Chris
92,Mrs. Doubtfire,1993,Mara,Natalie
92,Mrs. Doubtfire,1993,Robert,Mr.
92,Mrs. Doubtfire,1993,Anne,Mrs.
93,Aladdin,1992,Scott,Aladdin
93,Aladdin,1992,Robin,Genie
93,Aladdin,1992,Linda,Jasmine
93,Aladdin,1992,Jonathan,Jafar
93,Aladdin,1992,Frank,Abu
93,Aladdin,1992,Gilbert,Iago
93,Aladdin,1992,Douglas,Sultan
93,Aladdin,1992,Charles,Gazeem
93,Aladdin,1992,Jack,Additional
93,Aladdin,1992,Corey,Prince
94,Toy Story 3,2010,Tom,Woody
94,Toy Story 3,2010,Tim,Buzz
94,Toy Story 3,2010,Joan,Jessie
94,Toy Story 3,2010,Ned,Lotso
94,Toy Story 3,2010,Don,Mr.
94,Toy Story 3,2010,Michael,Ken
94,Toy Story 3,2010,Wallace,Rex
94,Toy Story 3,2010,John,Hamm
94,Toy Story 3,2010,Estelle,Mrs.
94,Toy Story 3,2010,John,Andy
95,Ghost,1990,Patrick,Sam
95,Ghost,1990,Demi,Molly
95,Ghost,1990,Whoopi,Oda
95,Ghost,1990,Tony,Carl
95,Ghost,1990,Stanley,Elevator
95,Ghost,1990,Christopher,Elevator
95,Ghost,1990,Susan,Susan
95,Ghost,1990,Martina,Rose
95,Ghost,1990,Rick,Mover
95,Ghost,1990,Macka,Mover
96,The Hunger Games: Catching Fire,2013,Jennifer,Katniss
96,The Hunger Games: Catching Fire,2013,Liam,Gale
96,The Hunger Games: Catching Fire,2013,Jack,Marvel
96,The Hunger Games: Catching Fire,2013,Taylor,Ripper
96,The Hunger Games: Catching Fire,2013,Sandra,Greasy
96,The Hunger Games: Catching Fire,2013,Woody,Haymitch
96,The Hunger Games: Catching Fire,2013,Josh,Peeta
96,The Hunger Games: Catching Fire,2013,Paula,Katniss'
96,The Hunger Games: Catching Fire,2013,Willow,Primrose
96,The Hunger Games: Catching Fire,2013,Donald,President
97,Duel in the Sun,1946,Jennifer,Pearl
97,Duel in the Sun,1946,Joseph,Jesse
97,Duel in the Sun,1946,Gregory,Lewton
97,Duel in the Sun,1946,Lionel,Sen.
97,Duel in the Sun,1946,Herbert,Scott
97,Duel in the Sun,1946,Lillian,Laura
97,Duel in the Sun,1946,Walter,The
97,Duel in the Sun,1946,Charles,Sam
97,Duel in the Sun,1946,Harry,Lem
97,Duel in the Sun,1946,Joan,Helen
98,The Hunger Games,2012,Stanley,Caesar
98,The Hunger Games,2012,Wes,Seneca
98,The Hunger Games,2012,Jennifer,Katniss
98,The Hunger Games,2012,Willow,Primrose
98,The Hunger Games,2012,Liam,Gale
98,The Hunger Games,2012,Elizabeth,Effie
98,The Hunger Games,2012,Sandra,Hob
98,The Hunger Games,2012,Paula,Katniss'
98,The Hunger Games,2012,Rhoda,Registration
98,The Hunger Games,2012,Sandino,Propaganda
99,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Johnny,Jack
99,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Geoffrey,Barbossa
99,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Orlando,Will
99,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Keira,Elizabeth
99,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Jack,Norrington
99,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Jonathan,Governor
99,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Lee,Pintel
99,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Mackenzie,Ragetti
99,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Damian,Lt.
99,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Giles,Murtogg
100,House of Wax,1953,Elisha,Carly
100,House of Wax,1953,Chad,Nick
100,House of Wax,1953,Brian,Bo
100,House of Wax,1953,Paris,Paige
100,House of Wax,1953,Jared,Wade
100,House of Wax,1953,Jon,Dalton
100,House of Wax,1953,Robert,Blake
100,House of Wax,1953,Dragicia,Trudy
100,House of Wax,1953,Thomas,Young
100,House of Wax,1953,Murray,Dr.
