,index,Approving ,Disapproving ,End Date ,President,Start Date  ,unsure/no data
865,865,42,51,10/18/2013,Barack Obama,10/16/2013,7
866,866,43,50,10/17/2013,Barack Obama,10/15/2013,7
867,867,42,52,10/16/2013,Barack Obama,10/14/2013,6
868,868,43,51,10/15/2013,Barack Obama,10/13/2013,6
869,869,42,51,10/14/2013,Barack Obama,10/12/2013,7
870,870,41,53,10/13/2013,Barack Obama,10/11/2013,6
871,871,41,53,10/12/2013,Barack Obama,10/10/2013,6
872,872,42,52,10/11/2013,Barack Obama,10/09/2013,6
873,873,43,51,10/10/2013,Barack Obama,10/08/2013,6
874,874,43,51,10/10/2013,Barack Obama,10/08/2013,6
875,875,43,50,10/09/2013,Barack Obama,10/07/2013,7
876,876,44,51,10/08/2013,Barack Obama,10/06/2013,5
877,877,46,48,10/07/2013,Barack Obama,10/05/2013,6
878,878,45,49,10/06/2013,Barack Obama,10/04/2013,6
879,879,43,49,10/05/2013,Barack Obama,10/03/2013,8
880,880,41,52,10/04/2013,Barack Obama,10/02/2013,7
881,881,41,52,10/03/2013,Barack Obama,10/01/2013,7
882,882,44,50,10/02/2013,Barack Obama,09/30/2013,6
883,883,45,48,10/01/2013,Barack Obama,09/29/2013,7
884,884,45,48,09/30/2013,Barack Obama,09/28/2013,7
885,885,44,48,09/29/2013,Barack Obama,09/27/2013,8
